sentence_id	sentence	sentence_domain	source
6bf18189cbeff9a971799392b1aad2b8551d5ac1a07c5ede6138052b7df6af25	보여.		Self Citation
6c0b7dc7f0eeb7bf8020063ee93dac53371b5992f3289c55546dfba35d588bda	취했어.		Self Citation
6c0c113305e2787055b12a1c75d9fcc1d1a972cf2e233a94b3d3d39e551f97f0	축하드립니다.		Self Citation
6c1e26b45b7751f35aa31a546f2566e58ee595a91c25bba85a55a9eb054bcdc2	조금만 참아.		Self Citation
6c347f86b522b5fe2e1e2e9ec18282245471fcc33fd512c9bbd0cbe3def42e40	피곤해?		Self Citation
6c3e427517432fbafc231189ebb442d309bf390ed243c8831de144337eef851f	누나!		Self Citation
6c4d76ba6c6f15d6b9ae524faa1ec7a48ab222190a6840a3b27818a8ffcf6c2f	여기예요?		Self Citation
6c5698754b4f96aa88ab528680b850feae5fcfd70188609e71a2b4dfe32de668	당연히 그래야지.		Self Citation
6c5bfeab6213e1cf42f86d79262d6ad83355a55876b8757476a5a58f8dea4659	못합니다.		Self Citation
6c608b95bf80851b0141943bbc6f2c10893b12ca7e845ae18b0d092bbffd94a6	거절하겠습니다.		Self Citation
6c60e484340aef66986622101a4bc3d51e98d645362b14d8c1c655c4e0d8cd60	그게 다에요.		Self Citation
6c6bb661397700b952da52d4cbc87b6183790c6ffc6e204a777e923e344df8d1	무서워하지 마.		Self Citation
6c800ad660fd581ce02c35f9e2bb716ffc10b68507775f7504864ff94d5a91a3	도움이 필요해!		Self Citation
6c8373a6814dec4fc870e566e3ae024c4fb31ecf612354223e253351acba43fc	겁먹지 마.		Self Citation
6c8f2cfbb1923e9de7d6d541303e9f5b735a089d831bb9d6a6ff4ffc89349589	고맙네.		Self Citation
6c97428466234221514537cd7603d0d2cfbe375a8ad3131c68b0eb392d44dbe6	궁금하지 않아?		Self Citation
6ca68d6674ed3882b46c220a3d54e05db0787f32497d09be3ede65188704fe8b	끊을게요.		Self Citation
6cc90ecc3ef37a16372a563d8b06ac6cbc71c22dce414c06b4c68f205d4eb4fd	아니죠?		Self Citation
6ccfb9231ecc69ccce364a2d56d2aea79753c84a10a10233c9caadeb1a688080	조금만 더!		Self Citation
6ce980b2b9f44d2b7fb0c14fd4a71109def60476268fdc85b28afce43bb78602	잠시만.		Self Citation
6d011e81c9857c7b695cfb1690da5cebc6bea87249cca06ce407eef2adcc99a5	죽음이 두려운 게 아니야.		Self Citation
6d09fb7721e17cbd43312400021c717b22ce7a0266c95964e0e32ea3e78e1cc5	서둘러요.		Self Citation
6d0d43fbbce1fc9f514bb99d0c02ad7e222b80d38c9883f00aece90bfc9ebe06	넌 어때?		Self Citation
6d36fce2c91dce85843c366e38e37c0ad2c02fd39049459bebcead036a92c3fb	상관 없어.		Self Citation
6d38342d3a24b9bfcc5fd0e285d4beddc214556069cc38093df3c9e7dcd36a0c	보고 싶을 거야.		Self Citation
6d4b62b8232023102eff95c6b482c3c419b60da62114a3e8ad761e76544d3229	차 세워.		Self Citation
6d56895ea90db54615926944092897ea9ac44b5b191f683ba05ff16254773757	당신은 제 남편과 잠자리를 같이 하는 여자겠군요.		Self Citation
6d578e4e360c798d47a5f92c091e12510fc1a8aceddd4121d8d0166974cd6310	감사해요.		Self Citation
6d706eba8f6478c15c27210a505eb816cc7f0f9beeb4927d0f37f8da17dc8303	포기하지 마.		Self Citation
6d90ca06354dd4461ef73ccac3e44279caa0a8d59dd45ecfe02727e553c01e76	열어.		Self Citation
6d923cd89c05d74322dc87e29a9fc68205d630de529e22abb2ef2f2200407bde	시간이 좀 걸릴 거야.		Self Citation
6d9651381048e45388350b5f6fbf211c95610d1fb0837e2e90deeb54df9c6776	한 지붕 아래서 살고 있다.		Self Citation
6daaadf9a86cee1fe4fc6acc5280876b4109e1cd060aae01329993426b94f531	동감이야.		Self Citation
6dbad3ee9da6fbd7a73c05b02b108397e5f102d774d814e76f1c7504b30e1524	오억만번째 생에서는 나의 기억이 점차 살아나기 시작했다.		self
6dd43c4e65713959cb13f6c551ae6b06adfd18707df786051c84e746e92e60f5	날 믿어.		Self Citation
6de2337fbcacbb685100a023103ea599b9ccacd298f653f32447b75871a8bab5	응, 그래.		Self Citation
6e025afb25e6e659921b2c0a9af4d04edb5bd6172344ec7afe53f52c92cbd62b	알려줘.		Self Citation
6e02723433121073208c5fb8a917aa0f7da4f428351bc9f1f158a6fa8caae42d	위험을 동반할 가능성이 있습니다.		Self Citation
6e2c2bea9fe0c0088a2e18846b0ba1e70ff21ec95553ceaa257ce4160b44f2fc	역겨워.		Self Citation
6e35d8e7da15135702381384043e9f5ab855201ed34a4927ef430f93f25b22dd	큰 실수하는 거야.		Self Citation
6e373ed18d6343d7dc8e13c491a866c8e063c63c0874ae988610a9efc8b14091	뭐가 문제야?		Self Citation
6e3f2fb3b3b0f85d8178b867ececf4371a499373822980fbb3f7d002d501e6df	얼마나 남았어?		Self Citation
6e47465adca1a923a1a10c64e22cd150e2122380301cf8d3fe5cffef3fc7a04f	어쩌면요.		Self Citation
6e60b5073edf608034e6bb02fa77f848fa818ae4325dbebb283814ebdcf09fc7	믿어주십시오.		Self Citation
6e7046083885f0f0c2b1b763483af3c1408ad6ab302820a82d65c5e828a236a2	이해했어?		Self Citation
6e74fc55063a18b558f42ad4b74a6e5ab274f5b0b155b7c6b9e7cabf516e34a7	여긴 왜 왔어요?		Self Citation
6e7df2b3548d49ec4448165fed072853e1c8fd6a39645a520cd1c0b207326c39	괜찮았어?		Self Citation
6e9d24669db76f5585f5f8d063585468825b16462a4ed82dbd5bd6b748b12661	아직 몰라.		Self Citation
6eab2038471fe2c11b4b58be62ee557e41aa4fcef8e957d12bd801351f53e83a	내일 뵙겠습니다.		Self Citation
6eb3ff6a473734b311e72300b4812720a5576c959a3bc15fa12fd7ef065a3cc1	좀 걷기나 해요.		Self Citation
6ec9b67d7c89ed9d393c945e43fe3788201cf6287ad85c617ce29fa276d347bc	그래서 뭐?		Self Citation
6edadcc0162e7d6323eb6db2bc13e149e44dd5a867fcfbec9ea04b2e5f546912	운이 좋았지.		Self Citation
6f240cab0325d707ccd2a5d98aacc9914bbd74b5440b38c7778cf6f0c7a7003b	됐습니다.		Self Citation
6f3db680acdd45a4646294c410e0bdf705cb9e3ac59ce355b9a4161b7c38c756	아이고, 저희 집사람이 말이 좀 많아야죠.		self
6f47b49205eb427550a9ba71ba704775420dc09b77575d898cdd29debb6481e6	안녕하신가?		Self Citation
6f57cc6a152bc4a827e1796032a0e08c8021d7f9133aa7bf2ca3f95382e72740	당신 잘못이에요.		Self Citation
6f732ad93d5fe60857aa9f27f8ee19516acb6c727f65a62fc2716f6b073ce8e4	정말 그렇게 생각해요?		Self Citation
6fa1f275a95dab2d19e1eba3d69e7692b249f18315df19d1dda7240168ce6727	흥분되지 않아?		Self Citation
6fc14532904da0460adad782b54f089573dba5853be5bd120a5ef1879ae4b492	환장하겠네.		Self Citation
6fc51e0bfafbc40fade9546e12e8ec3b708ec440ca8b8db37f8efeb5594da1ad	오 년 전, 우리 엄마는 내 바로 앞에서 사라져버렸어요.		Self Citation
6fcd0819c899be3ec782cd97bc4a4592a321915d299955b1dd591f25edbf2d6a	날 피하는 거야?		Self Citation
6ff93ac05ebcb174bf4c775db8a142014ba56c3a283e1ed6d3780bbe91dc28f1	서둘러!		Self Citation
6ffe86c91321ccfb693eeaee5cbb1e2f301da94e401a278b62bd486ee055c771	시작!		Self Citation
7002e6284fa1b8f38dd092d246d868858b8c6bf2187e26c49126cfe21a7a0985	찬성합니다.		Self Citation
702dcc8cd915875fb26049125de120a485aa6ee63cda0b3ade471e284c2401ec	도와줘!		Self Citation
70863c8200fb148743bbda4cb4177355ffbf91c627e974a27925340cc227a71f	물러나세요!		Self Citation
70d664ff946c6b577b1f8f582ce52111ebebc5d06c4e6706479070e8180e5981	시작해요.		Self Citation
70fbd2b82f0683518570e7ccd7a570931858235121fd4f73a1119566e076c7a3	좋았어!		Self Citation
710865b30f5f39f42596e408b8e9a835069c6a27b8805f309586822a72f53078	빨리요!		Self Citation
710f03b645d2e2aca7d2ca82dd2b9bbdab53f8f7963d41ecabad862b52e1f322	쉬!		Self Citation
711afadd469d8ec4d5361da6a55f63b827d02f66d4d7114bc576dd073ea82a85	이제?		Self Citation
71282c31cf816db5929d840754a3d8b9731b9000b5c7e6f6002b09088a9a9dcd	정말 미안해요.		Self Citation
71387f29f16f81cc48e2afb6e1e3d6b1888f98fd568ca0b07c140750e5ec3db4	맞았어요.		Self Citation
7142650239e2ac3cc46298403991d8a02ff0a5fc33ce79e251426e9b45961d1e	우라질!		Self Citation
714c5263a1fe61b8413e77ad9934ce5bb22682229c7b3e82c9e3d3dc24802fee	가라고?		Self Citation
716913f103843f1c8cd654b533272a88d139e121657c2cab67c238f5b8b93a94	아주 좋아요!		Self Citation
71774a489efbdb302ebf68146a649607b332321bcb3f3dfae38f30729d672df8	없어졌어.		Self Citation
7188ba78c4a04dc977c44026819ddf21f3151824682bae560457ad6520cdc2cf	바보야!		Self Citation
718aafa7b2f916a2cfcfec2b56d9c41bc12a85d32e9cd24c5163d6cb0e46766e	이상한 사람이야.		Self Citation
7190ab61cd42e644ee93d6f70bf6e8c7744f727d38e25d0dd96f7c596e2fa380	사고였어요.		Self Citation
71a553e2bd4206901c6b13fbfc001c7442e4d6f0aee698f5bdc741ea0e4c60a7	아무것도 없어?		Self Citation
71ad9ef1ea2280ef5332ff74ee61f14d5c7d50085a9b0530c3c76221e35f0678	아싸!		Self Citation
71bfb731795d0691a701889b95e6f1271e2cc70ebe2e3a2a2c06581c8da016a6	정말로.		Self Citation
71e801e3054eb93a1fae041faee361bf8fb105b1a9023f5f8f2625e107d4140d	계십니까?		Self Citation
725e2790bdbe4e5b1c048b2e95cc9cd2ece30f2aaec5c9d289d161b638917f7b	얼마나?		Self Citation
72865691dd8cb4a29920a82d9ced2671007a04d05ade36ba146e7f89d94ce9dd	관심 없어.		Self Citation
728b8b2c3dd7020abe051caa6447889bd199e464d842c9f5cd5667c2360fdd4d	동의합니다.		Self Citation
729bc0816cec5219eb190f9041d8b239f022c5474c60d4bc9e939e16de532a9c	그런데?		Self Citation
72a3cf75f61793beb487223ec99cab128fc30d6a8d63b1f58fc064a99b10ab85	걔는 거짓말쟁이야.		Self Citation
72b131dde5d3d92fb1e69dd19e0225a14e8977b03a7f6867c864d356fe88465f	보고 싶어?		Self Citation
72b93f0d6c4281c542f842ade14f333ba24511ada436e7800a166b00ce77d86e	가봐.		Self Citation
72e1ef571d0caa3b6e41472a39e46bf65c96d0207da173341032c927cc10d90a	가야 돼?		Self Citation
72e68c6050ae175cca1d24998359b209587c9dcb44414c4ccb542e4e4091b62b	완벽해요!		Self Citation
72ef3df1c3ff3d7b13a849f30385b13806e900d62bbe81137034eb893d5a3e1d	그 사람은 보기만큼 나쁜 분은 아니에요.		Self Citation
730a71448b7c8857b16f3bd173bed6671ae279421ab1851b8bca6d5022e9ece5	봤지?		Self Citation
73118af0c677565e9f24e1ae8cd096623dc54418dd6f22f363304aec8ad52a0c	영광이네요.		Self Citation
7333d057a557473008e486576d77e3f795e62ee482b8d6e6f988a22cbed549af	그렇게 생각해?		Self Citation
733a0e0156da80370ab92428ba3da71633346cd47a05a8866fb927cb81b0d9cc	약 먹었어?		Self Citation
734fc90de5aa96a4aa7f8f84aa7fa09497cff65faad8edbfe8a03dd49f08cd28	그게 문제야.		Self Citation
736b5969c5ea0140835885c404e0450bf79320f655d4cc5bd944825e5767d835	뭘 도와드릴까요?		Self Citation
73737cd961af9121003ad73056abb0def246629453b80b3d7a2c4966602a3559	했어요?		Self Citation
73776452442e3e2e59ef502442002309e2c1bca070083d4d41843f602b0ae0ab	그게 뭐야?		Self Citation
738836f7112bde83437cad807f89c780d3a0607e5ab6dc272347e80e5cc175b1	전혀 모르겠어.		Self Citation
738fc6519b53bafc61a7b922a1531f5a72ae24e6ae5e434c42ef7730e90e6d1d	이것 봐라.		Self Citation
73a0dcb4a904692cab6cd41b7695efc88b037fd2492921fc0a71f86ba8698521	그렇게 단순하지 않아요.		Self Citation
73a68e28ae0c5ab547900b76da3dc3ec95e6a303ad3bf46ce9682ff89735a952	누가요?		Self Citation
73b83ecc3b41ae3e9df90a15f423d967d2aab182e65e08dd03b7c38ccf04de17	너 뭐야!		Self Citation
73be1be59b586b006c6d8c992409ebb6cfd8401be950d3c7376b8b7f178b1bd4	아주 잘 어울리네요.		Self Citation
73d72fd33c45a00ca0c2f25df367b8598187752443ba23ed84325310d45c4ad1	걱정 마십시오.		Self Citation
73ec2ca9fd54e1dac565c0e38fded45f52d1ef7769186c6c75ad9b185ac717f9	찾았어요!		Self Citation
73f0e0db609db9eadb423c0adf7030fdd9473b4cd011006d37909d2d0e73e2e1	안녕하세요.		Self Citation
73f4cab4f87a82a92d2eb804c6a82096142d2a6416263dd805596c608a7c83f1	뭐라고 했어요?		Self Citation
73f9e90e23b19ab89ca1f7ea6d1df330da2c85556c4d9f9df130b59a5d47ddee	너무 위험해!		Self Citation
740462d9c8de3fd96d3b0ebb5c84e31a96e74ded2cfd11c0195931bad5f417f2	아는 사람이야?		Self Citation
7407e67078675dcbf5a3396e470c000e1de8ede61b27bf6e24f1169be4384345	해보자.		Self Citation
74083584fcec834a3d519b043789f976516225f61aaabdff9b3b8873b5729933	전 결혼했어요.		Self Citation
7423da57d97cb5dd4d05ddf2f1dda4e96821d06b3d1e8e0cc35e07e24b7b3096	반갑습니다.		Self Citation
74294c8e14d085d9817910197b1d511ceaf5f46f05226c7a9210621858c3abaa	움직이지 마!		Self Citation
742f149bcb602e46980adf4900547087b18ee682c8099d43ec3f7b1284a7b1b7	문제 없어?		Self Citation
74392cb984d7f89547ed9b8e3f971855987d1f91578755c710fbe30eb9c77cfc	학교 가야지.		Self Citation
746c5bddc907b25a86180377aca90507dcb622350d8a0fb706fa92777d86f08b	나가!		Self Citation
74705a7d613d63a177f0d32f78f3da895b97f5f48626ca5f0447d78a04ccf002	엿이나 먹어.		Self Citation
7472981037a1217c76e5e89988c147cc971b88052f48868026f8c5da1e4d34a2	이런 세상에!		Self Citation
748a2b707c5bb37bfd3755d55e3483bd8d5eb517afec744d9ee1f4fcbc949361	환영합니다!		Self Citation
74a576175c6ecaa73ccf11e39132b44704adc2ae4c0f16446d5e253f8ec09792	좀 도와줄래?		Self Citation
74c29c6fc22122e46f5f17df2e32b721fd44839c6ef2c194fa59a246b2bb231c	메시지를 남겨주세요.		Self Citation
74e676a98947d8269919078f3c93a2a08b16c434cba113137cf859581bd2faa0	알았다.		Self Citation
74ed398435083ec9e5e268138971068939b8fc29341559336a23f34905ad1eb6	거기서 나와!		Self Citation
74f1515339163b2ca4194ebe6bd6319026f55dc0a737cbad2cf600ae4e9d92ab	증거가 있나요?		Self Citation
7503eb573c60229c8f54d41892cb1d716f4871eaa8659cd079a75f07ab7025e9	뭐가?		Self Citation
75148360b702d65c9a4372d51a9a15391017ca754bbf7c808f51b154d5447a15	잠깐, 잠깐.		Self Citation
752450abcb4f3df8227077577bff447770bcb124b6372b4a79d7a5691614c959	참 친절하시네요.		Self Citation
7528962b6f9b6ad62c204373cd7620f979c27b461a7245b07ef8995855f13c21	대단하네.		Self Citation
7554887e137eff27c1449be0ed0831e29a710f0bbca20b8c7c387f48afa894ea	못 들었어요?		Self Citation
7561feddae692183697c338475c9eadb34788956931a321884fef3ad6894fbc6	숙여요!		Self Citation
758014b00badf5f7fe317ffce32c7a586c5eed0ab3db5e8685089539106c15fe	시간이 없습니다.		Self Citation
758335782bc3d95637d63872aa158ac7e6f7c83c54c4d007e23c9d9fc011e6c9	이봐요!		Self Citation
75988bcbe07dfd760a0f15ee6c27648a20fd11df9b09e2f04c6e276a57e0380f	얘기해 봐.		Self Citation
759f64d3a9e8cb3a5c332a466af72a7344185d5ec5826ffedf47e75c53414b7b	못 들었어.		Self Citation
76052323cae447bea18de9be9172af4b3b88c56f771b9fb0ec19ce9b96c4a611	절대 안 돼요!		Self Citation
76158880f46bccb7f602322da9bd0cf22b86197daee5a94230e6e7edcc8f846e	내 말 들어봐!		Self Citation
761bb8693bed6eb940b73ea66293e5396b069f31539018a42097de839b23543c	모자 벗어.		Self Citation
7649a9f0c73e5a499d61727ee2d3762f67273dd06ece62327f6d4ef040d5d407	놀랍군!		Self Citation
764e03079c9b2e8cc1439485500d88b2be4beb183acdb47c4d9423309896e37a	여기서 기다려.		Self Citation
766480c9e18b215467f3eea3eca9ce9bb45e03ed2e52faa1019f2de3d88b40e6	찾았어?		Self Citation
7667293d86f8ccff11bc159b09667c0c4254536fe993a4dc9499e562a0cf78a2	확신해?		Self Citation
76685386ab2d22c68dbc329d855eac8e5431c824b06cf55b5c28b2926ca89f65	어디야?		Self Citation
767e752900fd42d2c5aee85b5ed979d0f6d5b346accf19e8ede583fa0cfd5c07	고인의 명복을 빕니다.		Self Citation
7684eccf4b3c14d758dbe0ea4a26d49201bd3708ae0d1efd1666621c6f7e576a	아파.		Self Citation
76b70c4f9cdefbcb40bba1b0beb5e3dcb23dcfe99d29294a1299542798883ec6	무슨 소리지?		Self Citation
76b718e75dd3567afbd962a6e266842436bf0ae3651c9af02473b3df656d99e6	왜 그렇게 생각해요?		Self Citation
76be7ce07f0c2d7fc31bfc22cc8aab663081272c6bfd78cb053d5204b53fbe87	약속하지.		Self Citation
76c01ccc8a5ab9a75946b88236f4106f9e889b3ceef4c163225d807e4f0becf8	너무 늦었어.		Self Citation
76c97e7324dc76e5473960778711b00cf9c873344de504312c4f7f607f46eccd	내려.		Self Citation
76e5506f9b1bb9c2255ab91e25978b6794d9ac48af1769aee46fd6e82be76654	관심 없어요.		Self Citation
76f39e74d7abd4f6d3f7859ad6d90fa580b414476df17ec4e02f501489156212	한참 찾았잖아.		Self Citation
7705bc64079c7c6a9ba8e420004dc360ffe5358f0fb82a2ccf64c48bbc23556a	무슨 일 있어?		Self Citation
770a717db0e210357b8f115c12e39f5e2db449b111b7546416aeb045cb0643f4	설명해줄게.		Self Citation
77106b53fcde16dff88e8afac01243b23d609ef3e6c1107ead98d70e8277b8d2	준비됐니?		Self Citation
771143f60232c5f4f4b96836fabb2259ed398ecab9a7e1a3f145cfa0f8d7efb8	와우!		Self Citation
772142b801b0896e89b76f0cfb9caf06e8d3bbcd89cf42326355f7ef92d87fa3	잘 들어.		Self Citation
772a561cbb1bea9194e2ba6a77598408ea7ea4251e6760d92662b65405e1768f	그런 것 같네요.		Self Citation
77342ae9e5e832d2705b15e234345fc5e4ead92fec12fe4c4577f6cf97e9951d	속임수는 쓰지 마.		Self Citation
774a7841296c8ad0f5d297e34be1127a7ef3a358799028c3b3ed18a80998d80b	기상!		Self Citation
774d42b90a0413121917caa2acd20bff4fe609752513d871d78c057a4473f831	가져왔어?		Self Citation
77656633c221bc91c4f53a358ea56bebdf351e5550a074c2b76f981cbed7cc3c	안 돼!		Self Citation
7771f2bdf31aca0c8cf5efb5b2d0d47bee2cb798c066d33050205dd83c53b1e8	끝났어요.		Self Citation
778cb9c962672473837631f0bb72656cdd0afc9e98e5d8d59e3b183d68d5dd0d	내가 누군지 알아?		Self Citation
7796535cf37cffe01b0f3e5f80261e3752b03de4071b497b6f6478f3e44be21b	왜 이래?		Self Citation
779cc546f4dd6ee9ca991a228867f4f7404cc5416a28367e3df68a2ff2bd13a5	조용히!		Self Citation
779de7c54234c33f11a5b713c7fe0775343dfe23baa33096074edae053f01fb0	어쩔 수 없었어요. 미안해요.		Self Citation
77a30c27afd592affe8f6442504cc1280e36414bf7b0a411ec163a089b63ca25	사실?		Self Citation
77a8d89894adbf15d70929796e9a85b0b7885b0c6739577ae1f8f7b1db5425c5	자.		Self Citation
77b1ba674e6046170827e735a41f383f986a27b2ad6cf33b95c2832fada74cf8	이따 보자.		Self Citation
77b5d51054e8b57f23b52aa739ee4b7e07cdfc33105f717d1674c50e0357e019	기다려요?		Self Citation
77c11c877c6a28aca8eda5ce10f682787895cd8b95cbedd3cd6d8a72a1875cb8	저도 알아요.		Self Citation
77c44e44f94fde529aa7380bfd933b92384e198e95bb8db41c5040f06aa45321	명령이다!		Self Citation
77f69c5aeecc0748aa99ab04926140609fd291168e3670dcc3b38ec65ca03106	자넨 놈을 몰라.		Self Citation
78072f3dbf81fa6ef21550978d4f80b631f5b9d1bc1a589b5a858c31f2d2ff15	어서 움직여!		Self Citation
782b5c154ea51e944b454452a8b53b8b40c799d06a02e754aa5596f12f133a69	다시 묻겠습니다.		Self Citation
782df2efba948793d18dca9950b7268a957eef601ade2fa0398de8fac98251d8	못 해요.		Self Citation
784134f6f1eea0a3633472f5ed55822c6d32e1257a35ad9a4ce4da6db5e3ecc0	쏘지 마!		Self Citation
784da4a6fc34c44fa526740b6d8658c8eed2ac6171faad1defb1d2b4df4f0c0a	안녕, 자기.		Self Citation
784ed25c54a185b03eaafff34456051e279949d8130a90195d9871cd321198d9	알잖아요.		Self Citation
786f56ee62d14f6206f2a4f3d9cd0351effd51dc9535c31bfc7dba304cd72ada	기억 안 나요?		Self Citation
787f0b9ff1f7e5a2eb15a7ed9b715c8ef1faafd5353f357b9ae92c94ca578f52	뭐가 우스워?		Self Citation
7888f59d0b703b2b403123422d4715c1baa8a1519c40908aab67595f3c59c69f	예, 맞습니다.		Self Citation
789216bf3d2ba62d99324d71f1ab1d1c65109e3b0894d6634699c42d524500d2	가봐야겠어.		Self Citation
78959deb0631abea00064ce36ce95013724e97f688cf6a738470bcaa828acf89	대답해!		Self Citation
789f1c4f7ecc1305373e7773e3f8fa22cd73c6cee93c692f80b02af8a812874d	멍청아!		Self Citation
78adb8cfac80d0730c39b922d3f2c45634535d28f0a1b5ee7fc8b79585555864	돌아왔구나!		Self Citation
78cde28383f395508a48762f2d53a77cfb8fabd763663ae8f10162dd2aede3d1	부탁이에요!		Self Citation
78cf78c5b7fb01e6ef6aa2924b0b0e0fae159afad0b8f75ca118e3719a8e90db	환영해요.		Self Citation
78dc0bb403a5df529e2ec5a8be22716fa63d993a0c7480ff256400a2baded789	알았어용.		Self Citation
7920584dfb628835a1d72a1fba36cfcfc81bbda09512e3a0231ebdd330e4f4ca	내가 해결할게.		Self Citation
79393ec6ae6fe70f1bfa258a9dbe91214da0e7c5f871f5efcd1b80b352c101cb	땡큐!		Self Citation
79782a7ea72a910acc8c7552bea72dfefd85c5785f252ae66aa2fb52091de62b	빠르고 꼬운말의 시간이 돌아왔다	general	Self Citation, common slang
797a72278596fc7d9f958928a8debfda8ee21f7e339ba489909e86aee3955197	이동한다!		Self Citation
7981852d14cf52912759969b72a184684b751d5efd9bcf72cd52c2e2e8095a8e	당신을 사랑합니다.		Self Citation
7995d1147da029c1fc59b5afaebba5390176fb7279042dd436538952951b6c8b	맘에 안 들어?		Self Citation
79cafaf8a90fb93349a26c016e5ef91cda4aa52f25b1a8325ffff70a91c1525a	모르겠네요.		Self Citation
79d21b29fb38564efd508a2430f9f4fe9656137e2d53ac5feafb17749f15a414	내 놔!		Self Citation
79d63ac55b5c6f00a947326980fd36589a23eccdee26978c4b8c390688e352af	지금은 안 돼.		Self Citation
79d90287e4df549305169747669de95652eca17a026a9fd3a0f01a6c707c7919	힘들어?		Self Citation
79f6e50410c3338e9f169024ba74ca6087117269490d0f2ca87455799f694591	시키는 대로 해요.		Self Citation
79fe99ccb2597e91173c6fe15fb4e1d7ae48154c1ea98d87594c9be6178b448a	여기서 기다려라.		Self Citation
7a00b1748199f8e99af843f9f75b4f54025f1ba9c7f543ecd3e990064d4476cd	죽고 싶어?		Self Citation
7a02e40a444d77d92836feef29df017f90b8e256fe340eb59b9feca7eb2a28ce	저길 봐.		Self Citation
7a4917d62a0c56a8374d97c45e12ed93963a3250ea75712550bfad8ccd28433e	어떻게 만났어?		Self Citation
7a53a0cc33887c7a28aa71ba9e402a60f63868aea0b04e4d5151786fb41b8fed	방해할 생각은 없었어요.		Self Citation
7a5e7b096055f6bec785599b170366a3d12f2e4ce8b3f9f6df1b3c2d5bd783a3	어련하시겠어요.		Self Citation
7a6e6915ef5ebc53c05695353bd1c00ea5226e8c12ad9768951e1829731422e0	무슨 말인지 알지?		Self Citation
7a6ee279f60ee3bc49261fc9263d7c38d7e5e9d2854a8952cecc76bc037c17a4	화장실 좀 다녀올게요.		Self Citation
7a8c7fb9df2d80316c6d2b93d81e8ceace78125f54576cfd82eff7c67d2c6900	일으켜 세워!		Self Citation
7a9115dbbb42c8203fb9aa30854cbf8e8724baf09f3d130a606c072d828a5bc4	나도 사랑해.		Self Citation
7aa90fc9e6bd5c235297200253715c8c4b43031733fb19241d9d78d37d22e07c	위험해!		Self Citation
7ab996bf9be938e53b5e8c8c26853040da750207272beb0f48f892f714a317a0	이거 보여?		Self Citation
7adf924ddc4ab44a0c18e1de1aa023935fa11eb73e00d1a51ca48f34a14898ac	왜 선배에게 키스하지 않았니?		Self Citation
7ae312094867c79db3d0d28edb20965db819ba7a1df71d58e8e291a26e1075de	불쌍하게도 한국어를 잘 몰라요.		Self Citation
7aea6c36114a527b8d4f54412c56cdf82c65f8f80f4a83ef4e78c1d50c245e9e	안 들려?		Self Citation
7af5a44179f72851fef5b4682c05a9a99524d43931d376672efd46b9ac4d26a4	이제 괜찮아?		Self Citation
7b1633cbddc2e3dd0824a40143c6acdb95e4c465cc66e9c2a5b02c1898627332	어디 있었어요?		Self Citation
7b206143f1bb354507092f9db268d03b96064531b91c4309525b0b08b55eff59	뭔 일이야?		Self Citation
7b26a79ec537b7735d5183c0b317759d0f60443e3f99b1af493d9ccc35d24ed5	한 번 생각해 봐.		Self Citation
7b2a167f9eff920de4d2e28d2cb0581e23e67c4f7bfb6b5031d5c62875d5bd0f	농담하세요?		Self Citation
7b5019361cd69d907b9e77b6c2759ced45cdc546d3c272d430d47cd0fff16917	동의해요.		Self Citation
7b91889142e5789b7b55129ec1ce2eac181e2473c34942593ea2cc0d064013f2	안녕히 계세요.		Self Citation
7ba1d9595e8d8f2e6fcb3d297d2b444395436aa9d51d6a89cff934162c8327e1	내 말이 그 말이야.		Self Citation
7bba245e3d052b095daf748b8bf79968c0f9cdf31de21482dd4d855274520be2	네 도움이 필요해.		Self Citation
7bcec24a10c18d001a6339e916c93ae537ce207699c0fe01382f9074fe99f1e1	그런 거야?		Self Citation
7be7c47683d109b8de7fa2f5ac61eb91604cf1c38ebf0128ee825aa7e32121aa	수고했어!		Self Citation
7bebb7809ed3fb26a87f251fcc7dca43aaa220f8600677ca5b7a54144be9210a	와 줘서 고마워.		Self Citation
7c1ea523d0aae05c2411a7152c0790689517fef1dde44e62df06f0c37c5783f4	만나서 반가워요.		Self Citation
7c242258812b80758ca43d5a45e5e80d298087ede7d537ae7ae77ab454b172e6	내가 처리할게.		Self Citation
7c689752a3c248817c2c11c834ee76917ab743ab25fe09807a0a003442172bae	심호흡하세요.		Self Citation
7c8f0add9b5466aa9efe06f725e141b9a82c0bd05ad637eeb7ab9b6ae99b018f	좋은데요?		Self Citation
7ca2e6e90e7d7d23c25b8deffb61884551e6abb0446ab8272101743e35714096	사과할 필요 없어요.		Self Citation
7cb4f57dc8dcc81518aedafa124b33e4c43ac42c4463f920e590cecb2efe9d46	무슨 짓을 한 거야?		Self Citation
7cba34a06820306b8b21a85ed72fee5cec734271640226f55ea8b4a85f35ffe8	네.		Self Citation
7cbf9d76f0c5b3cf19b8042131060a67860ce06281c695debe9e08ca3a47c756	괜찮을 거야.		Self Citation
7d1edac186dad40427d3034fa8c8994d8e1b5ec493c0adcb8f537e95f0b4e3fd	질문에 대답해요.		Self Citation
7d544a721ab2b31fd51ba69c2d6cd6746f0a2c6324d538bd112c2a435456f596	그게 문제야?		Self Citation
7d7cc0b825955e65d20c011227b41ed0e60e7a722b400d9fbb8ca3503b773a06	얘기 좀 하자.		Self Citation
